Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Wheat,2019,Rabi       ,West Bengal,188308,509970,1733.4,32343782.08,69673.96,2.647619048
Arhar/Tur,2020,Kharif     ,Uttarakhand,3327,3992,1313.947826,644140.47,1230.99,0.87
Barley,2020,Rabi       ,Uttarakhand,19280,24479,1313.947826,3732800.8,7133.6,1.366923077
Garlic,2020,Whole Year ,Uttarakhand,5345,39638,1313.947826,1034845.45,1977.65,6.603478261
Gram,2020,Rabi       ,Uttarakhand,728,558,1313.947826,140948.08,269.36,0.748181818
Groundnut,2020,Kharif     ,Uttarakhand,617,933,1313.947826,119457.37,228.29,1.521666667
Horse-gram,2020,Kharif     ,Uttarakhand,13149,12844,1313.947826,2545777.89,4865.13,0.969090909
Maize,2020,Kharif     ,Uttarakhand,19697,41108,1313.947826,3813536.17,7287.89,1.973076923
Maize,2020,Summer     ,Uttarakhand,198,430,1313.947826,38334.78,73.26,2.125
Masoor,2020,Rabi       ,Uttarakhand,9246,6998,1313.947826,1790118.06,3421.02,0.751538462
Moong(Green Gram),2020,Kharif     ,Uttarakhand,9,6,1313.947826,1742.49,3.33,0.856666667
Moong(Green Gram),2020,Summer     ,Uttarakhand,8,5,1313.947826,1548.88,2.96,0.785
Moth,2020,Kharif     ,Uttarakhand,42,24,1313.947826,8131.62,15.54,0.57
Onion,2020,Whole Year ,Uttarakhand,3590,49670,1313.947826,695059.9,1328.3,14.18461538
Other  Rabi pulses,2020,Rabi       ,Uttarakhand,32,21,1313.947826,6195.52,11.84,0.763333333
Other Cereals,2020,Kharif     ,Uttarakhand,623,350,1313.947826,120619.03,230.51,0.558571429
Other Cereals,2020,Rabi       ,Uttarakhand,411,333,1313.947826,79573.71,152.07,0.808
Other Kharif pulses,2020,Kharif     ,Uttarakhand,14208,15379,1313.947826,2750810.88,5256.96,1.083333333
Peas & beans (Pulses),2020,Rabi       ,Uttarakhand,4919,4135,1313.947826,952367.59,1820.03,0.669230769
Potato,2020,Kharif     ,Uttarakhand,6020,51902,1313.947826,1165532.2,2227.4,9.942
Potato,2020,Rabi       ,Uttarakhand,5427,62736,1313.947826,1050721.47,2007.99,11.83
Ragi,2020,Kharif     ,Uttarakhand,85427,125898,1313.947826,16539521.47,31607.99,1.589090909
Rapeseed &Mustard,2020,Rabi       ,Uttarakhand,13150,11853,1313.947826,2545971.5,4865.5,0.693846154
Rice,2020,Kharif     ,Uttarakhand,241936,669372,1313.947826,46841228.96,89516.32,2.093076923
Rice,2020,Summer     ,Uttarakhand,15315,55057,1313.947826,2965137.15,5666.55,3.563333333
Sesamum,2020,Kharif     ,Uttarakhand,2017,537,1313.947826,390511.37,746.29,0.240833333
Small millets,2020,Kharif     ,Uttarakhand,44769,65289,1313.947826,8667726.09,16564.53,1.480909091
Soyabean,2020,Kharif     ,Uttarakhand,7246,8800,1313.947826,1402898.06,2681.02,1.214166667
Sugarcane,2020,Whole Year ,Uttarakhand,90184,7970299,1313.947826,17460524.24,33368.08,81.54
Sunflower,2020,Kharif     ,Uttarakhand,3,2,1313.947826,580.83,1.11,0.75
Sunflower,2020,Summer     ,Uttarakhand,3,2,1313.947826,580.83,1.11,0.67
Tobacco,2020,Whole Year ,Uttarakhand,3,6,1313.947826,580.83,1.11,2
Turmeric,2020,Whole Year ,Uttarakhand,1299,4186,1313.947826,251499.39,480.63,2.808333333
Urad,2020,Kharif     ,Uttarakhand,12398,13282,1313.947826,2400376.78,4587.26,1.120769231
Urad,2020,Summer     ,Uttarakhand,58,69,1313.947826,11229.38,21.46,1.193333333
Wheat,2020,Rabi       ,Uttarakhand,297189,937003,1313.947826,57538762.29,109959.93,2.216153846
other oilseeds,2020,Kharif     ,Uttarakhand,13,9,1313.947826,2516.93,4.81,0.7
other oilseeds,2020,Rabi       ,Uttarakhand,30,21,1313.947826,5808.3,11.1,0.69
Bajra,2016,Kharif     ,Delhi,1487,3278,747.1,227882.75,520.45,2.2
Barley,2016,Kharif     ,Delhi,68,184,747.1,10421,23.8,2.71
Gram,2016,Rabi       ,Delhi,25,53,747.1,3831.25,8.75,2.12
Jowar,2016,Kharif     ,Delhi,3193,3065,747.1,489327.25,1117.55,0.96
Maize,2016,Kharif     ,Delhi,34,174,747.1,5210.5,11.9,5.12
Rice,2016,Kharif     ,Delhi,5973,17260,747.1,915362.25,2090.55,2.89
Wheat,2016,Rabi       ,Delhi,19622,87182,747.1,3007071.5,6867.7,4.44
Bajra,2016,Kharif     ,Jammu and Kashmir,13730,8164,902.8,2104122.5,4805.5,0.602857143
Bajra,2016,Rabi       ,Jammu and Kashmir,139,46,902.8,21301.75,48.65,0.475
Barley,2016,Kharif     ,Jammu and Kashmir,189,67,902.8,28964.25,66.15,0.35
Barley,2016,Rabi       ,Jammu and Kashmir,6571,4205,902.8,1007005.75,2299.85,0.77875
Cotton(lint),2016,Kharif     ,Jammu and Kashmir,4,2,902.8,613,1.4,0.5
Cowpea(Lobia),2016,Kharif     ,Jammu and Kashmir,256,51,902.8,39232,89.6,0.2
Cowpea(Lobia),2016,Rabi       ,Jammu and Kashmir,162,90,902.8,24826.5,56.7,0.725
Dry chillies,2016,Kharif     ,Jammu and Kashmir,646,531,902.8,98999.5,226.1,0.839166667
Garlic,2016,Rabi       ,Jammu and Kashmir,745,610,902.8,114171.25,260.75,0.829090909
Ginger,2016,Kharif     ,Jammu and Kashmir,23,47,902.8,3524.75,8.05,1.976666667
Horse-gram,2016,Kharif     ,Jammu and Kashmir,798,280,902.8,122293.5,279.3,0.363333333
Horse-gram,2016,Rabi       ,Jammu and Kashmir,1,0,902.8,153.25,0.35,0.4
Linseed,2016,Rabi       ,Jammu and Kashmir,122,46,902.8,18696.5,42.7,0.523333333
Maize,2016,Kharif     ,Jammu and Kashmir,295174,541120,902.8,45235415.5,103310.9,1.6325
Masoor,2016,Rabi       ,Jammu and Kashmir,6,3,902.8,919.5,2.1,0.57
Moong(Green Gram),2016,Kharif     ,Jammu and Kashmir,806,461,902.8,123519.5,282.1,0.502727273
Moth,2016,Kharif     ,Jammu and Kashmir,1111,807,902.8,170260.75,388.85,0.692
Onion,2016,Kharif     ,Jammu and Kashmir,16,8,902.8,2452,5.6,0.5
Onion,2016,Rabi       ,Jammu and Kashmir,612,1458,902.8,93789,214.2,2.425555556
Other  Rabi pulses,2016,Rabi       ,Jammu and Kashmir,548,297,902.8,83981,191.8,0.796666667
Other Cereals,2016,Kharif     ,Jammu and Kashmir,2762,1381,902.8,423276.5,966.7,0.513333333
Other Cereals,2016,Rabi       ,Jammu and Kashmir,11566,5537,902.8,1772489.5,4048.1,0.348571429
Other Kharif pulses,2016,Kharif     ,Jammu and Kashmir,3780,2698,902.8,579285,1323,0.666428571
Peas & beans (Pulses),2016,Kharif     ,Jammu and Kashmir,210,1010,902.8,32182.5,73.5,3.82
Peas & beans (Pulses),2016,Rabi       ,Jammu and Kashmir,1579,1185,902.8,241981.75,552.65,0.705384615
Potato,2016,Kharif     ,Jammu and Kashmir,1692,12399,902.8,259299,592.2,7.245
Potato,2016,Rabi       ,Jammu and Kashmir,1387,17243,902.8,212557.75,485.45,11.46928571
Rapeseed &Mustard,2016,Rabi       ,Jammu and Kashmir,47611,25025,902.8,7296385.75,16663.85,0.605263158
Rice,2016,Kharif     ,Jammu and Kashmir,283443,572213,902.8,43437639.75,99205.05,2.0255
Sannhamp,2016,Kharif     ,Jammu and Kashmir,25,22,902.8,3831.25,8.75,0.806666667
Sesamum,2016,Kharif     ,Jammu and Kashmir,5747,2497,902.8,880727.75,2011.45,0.432857143
Small millets,2016,Kharif     ,Jammu and Kashmir,3382,1650,902.8,518291.5,1183.7,0.503
Small millets,2016,Rabi       ,Jammu and Kashmir,74,51,902.8,11340.5,25.9,0.63
Sugarcane,2016,Kharif     ,Jammu and Kashmir,45,68,902.8,6896.25,15.75,1.5
Turmeric,2016,Kharif     ,Jammu and Kashmir,14,14,902.8,2145.5,4.9,1
Urad,2016,Kharif     ,Jammu and Kashmir,9636,3288,902.8,1476717,3372.6,0.375
Wheat,2016,Rabi       ,Jammu and Kashmir,290301,548542,902.8,44488628.25,101605.35,1.416428571
other oilseeds,2016,Rabi       ,Jammu and Kashmir,1234,958,902.8,189110.5,431.9,0.786666667
Bajra,2017,Kharif     ,Delhi,1502,3256,533.7,236474.88,570.76,2.17
Barley,2017,Kharif     ,Delhi,70,181,533.7,11020.8,26.6,2.59
Gram,2017,Rabi       ,Delhi,25,10,533.7,3936,9.5,0.4
Jowar,2017,Kharif     ,Delhi,3201,3035,533.7,503965.44,1216.38,0.95
Maize,2017,Kharif     ,Delhi,36,174,533.7,5667.84,13.68,4.83
Rice,2017,Kharif     ,Delhi,5854,16837,533.7,921653.76,2224.52,2.88
Wheat,2017,Rabi       ,Delhi,19671,83419,533.7,3097002.24,7474.98,4.24
Bajra,2017,Kharif     ,Jammu and Kashmir,12448,7403,1279.1,1959813.12,4730.24,0.602857143
Bajra,2017,Rabi       ,Jammu and Kashmir,167,42,1279.1,26292.48,63.46,0.25
Barley,2017,Kharif     ,Jammu and Kashmir,93,33,1279.1,14641.92,35.34,0.354
Barley,2017,Rabi       ,Jammu and Kashmir,5664,3303,1279.1,891740.16,2152.32,0.749
Cotton(lint),2017,Kharif     ,Jammu and Kashmir,5,3,1279.1,787.2,1.9,0.52
Dry chillies,2017,Kharif     ,Jammu and Kashmir,664,557,1279.1,104540.16,252.32,0.862727273
Dry chillies,2017,Rabi       ,Jammu and Kashmir,12,10,1279.1,1889.28,4.56,0.8
Garlic,2017,Rabi       ,Jammu and Kashmir,679,553,1279.1,106901.76,258.02,0.79
Ginger,2017,Kharif     ,Jammu and Kashmir,25,51,1279.1,3936,9.5,2.0225
Gram,2017,Kharif     ,Jammu and Kashmir,23,5,1279.1,3621.12,8.74,0.21
Horse-gram,2017,Kharif     ,Jammu and Kashmir,1106,473,1279.1,174128.64,420.28,0.423333333
Horse-gram,2017,Rabi       ,Jammu and Kashmir,45,18,1279.1,7084.8,17.1,0.4
Jowar,2017,Kharif     ,Jammu and Kashmir,63,38,1279.1,9918.72,23.94,0.6
Linseed,2017,Rabi       ,Jammu and Kashmir,62,32,1279.1,9761.28,23.56,0.47
Maize,2017,Kharif     ,Jammu and Kashmir,302516,546169,1279.1,47628119.04,114956.08,1.534
Masoor,2017,Kharif     ,Jammu and Kashmir,210,116,1279.1,33062.4,79.8,1.125
Masoor,2017,Rabi       ,Jammu and Kashmir,15,10,1279.1,2361.6,5.7,0.735
Moong(Green Gram),2017,Kharif     ,Jammu and Kashmir,614,237,1279.1,96668.16,233.32,0.478571429
Moth,2017,Kharif     ,Jammu and Kashmir,1119,833,1279.1,176175.36,425.22,0.7375
Onion,2017,Kharif     ,Jammu and Kashmir,57,29,1279.1,8974.08,21.66,0.5
Onion,2017,Rabi       ,Jammu and Kashmir,552,1320,1279.1,86906.88,209.76,2.4
Other  Rabi pulses,2017,Rabi       ,Jammu and Kashmir,284,99,1279.1,44712.96,107.92,0.496
Other Cereals,2017,Kharif     ,Jammu and Kashmir,2395,1253,1279.1,377068.8,910.1,2.171666667
Other Cereals,2017,Rabi       ,Jammu and Kashmir,42,11,1279.1,6612.48,15.96,0.283333333
Other Kharif pulses,2017,Kharif     ,Jammu and Kashmir,3711,2884,1279.1,584259.84,1410.18,0.596428571
Peas & beans (Pulses),2017,Kharif     ,Jammu and Kashmir,240,1174,1279.1,37785.6,91.2,4.13
Peas & beans (Pulses),2017,Rabi       ,Jammu and Kashmir,1683,1292,1279.1,264971.52,639.54,0.714166667
Potato,2017,Kharif     ,Jammu and Kashmir,1897,20476,1279.1,298663.68,720.86,11.97529412
Potato,2017,Rabi       ,Jammu and Kashmir,1165,14298,1279.1,183417.6,442.7,12.108
Ragi,2017,Kharif     ,Jammu and Kashmir,238,126,1279.1,37470.72,90.44,0.566666667
Ragi,2017,Rabi       ,Jammu and Kashmir,8486,4725,1279.1,1336035.84,3224.68,0.57
Rapeseed &Mustard,2017,Rabi       ,Jammu and Kashmir,47401,37589,1279.1,7462813.44,18012.38,0.815
Rice,2017,Kharif     ,Jammu and Kashmir,273582,663755,1279.1,43072750.08,103961.16,2.31
Sannhamp,2017,Kharif     ,Jammu and Kashmir,35,32,1279.1,5510.4,13.3,0.82
Sesamum,2017,Kharif     ,Jammu and Kashmir,4326,1762,1279.1,681085.44,1643.88,0.421666667
Small millets,2017,Kharif     ,Jammu and Kashmir,3681,1801,1279.1,579536.64,1398.78,0.441
Tobacco,2017,Kharif     ,Jammu and Kashmir,2,1,1279.1,314.88,0.76,0.4
Turmeric,2017,Kharif     ,Jammu and Kashmir,9,9,1279.1,1416.96,3.42,1.006666667
Turmeric,2017,Rabi       ,Jammu and Kashmir,1,1,1279.1,157.44,0.38,0.9
Urad,2017,Kharif     ,Jammu and Kashmir,10256,3468,1279.1,1614704.64,3897.28,0.371818182
Urad,2017,Rabi       ,Jammu and Kashmir,64,38,1279.1,10076.16,24.32,0.6
Wheat,2017,Rabi       ,Jammu and Kashmir,299336,640196,1279.1,47127459.84,113747.68,1.645
other oilseeds,2017,Kharif     ,Jammu and Kashmir,6,3,1279.1,944.64,2.28,0.5
other oilseeds,2017,Rabi       ,Jammu and Kashmir,15,10,1279.1,2361.6,5.7,0.505
Bajra,2018,Kharif     ,Delhi,1478,3249,678.5,239731.6,517.3,2.2
Barley,2018,Kharif     ,Delhi,59,172,678.5,9569.8,20.65,2.92
Gram,2018,Rabi       ,Delhi,2,4,678.5,324.4,0.7,2
Jowar,2018,Kharif     ,Delhi,3155,3032,678.5,511741,1104.25,0.96
Maize,2018,Kharif     ,Delhi,20,102,678.5,3244,7,5.1
Rice,2018,Kharif     ,Delhi,5848,16826,678.5,948545.6,2046.8,2.88
Wheat,2018,Rabi       ,Delhi,19220,82876,678.5,3117484,6727,4.31
Bajra,2018,Kharif     ,Jammu and Kashmir,19792,11769,1016.3,3210262.4,6927.2,0.603333333
Bajra,2018,Rabi       ,Jammu and Kashmir,4566,1814,1016.3,740605.2,1598.1,0.355
Barley,2018,Kharif     ,Jammu and Kashmir,441,155,1016.3,71530.2,154.35,0.35
Barley,2018,Rabi       ,Jammu and Kashmir,6598,4412,1016.3,1070195.6,2309.3,0.728888889
Dry chillies,2018,Kharif     ,Jammu and Kashmir,672,539,1016.3,108998.4,235.2,0.863636364
Garlic,2018,Rabi       ,Jammu and Kashmir,675,546,1016.3,109485,236.25,0.8125
Ginger,2018,Kharif     ,Jammu and Kashmir,27,54,1016.3,4379.4,9.45,1.983333333
Horse-gram,2018,Kharif     ,Jammu and Kashmir,777,334,1016.3,126029.4,271.95,0.428333333
Horse-gram,2018,Rabi       ,Jammu and Kashmir,8,10,1016.3,1297.6,2.8,1.3
Linseed,2018,Rabi       ,Jammu and Kashmir,151,169,1016.3,24492.2,52.85,1.12
Maize,2018,Kharif     ,Jammu and Kashmir,262353,574380,1016.3,42553656.6,91823.55,1.949
Masoor,2018,Kharif     ,Jammu and Kashmir,210,116,1016.3,34062,73.5,1.125
Masoor,2018,Rabi       ,Jammu and Kashmir,194,175,1016.3,31466.8,67.9,0.9
Moong(Green Gram),2018,Kharif     ,Jammu and Kashmir,381,166,1016.3,61798.2,133.35,0.48
Moth,2018,Kharif     ,Jammu and Kashmir,1124,822,1016.3,182312.8,393.4,0.73875
Onion,2018,Kharif     ,Jammu and Kashmir,17,9,1016.3,2757.4,5.95,0.5
Onion,2018,Rabi       ,Jammu and Kashmir,550,1311,1016.3,89210,192.5,1.9925
Other  Rabi pulses,2018,Rabi       ,Jammu and Kashmir,304,170,1016.3,49308.8,106.4,0.722
Other Cereals,2018,Kharif     ,Jammu and Kashmir,92,103,1016.3,14922.4,32.2,2.506
Other Cereals,2018,Rabi       ,Jammu and Kashmir,2703,521,1016.3,438426.6,946.05,0.338
Other Kharif pulses,2018,Kharif     ,Jammu and Kashmir,3848,2967,1016.3,624145.6,1346.8,1.170714286
Peas & beans (Pulses),2018,Kharif     ,Jammu and Kashmir,330,1417,1016.3,53526,115.5,3.848333333
Peas & beans (Pulses),2018,Rabi       ,Jammu and Kashmir,1712,1348,1016.3,277686.4,599.2,0.7125
Potato,2018,Kharif     ,Jammu and Kashmir,1555,18663,1016.3,252221,544.25,13.186875
Potato,2018,Rabi       ,Jammu and Kashmir,1741,18907,1016.3,282390.2,609.35,12.05
Ragi,2018,Kharif     ,Jammu and Kashmir,159,84,1016.3,25789.8,55.65,0.55
Ragi,2018,Rabi       ,Jammu and Kashmir,4056,2987,1016.3,657883.2,1419.6,0.57
Rapeseed &Mustard,2018,Rabi       ,Jammu and Kashmir,47245,54389,1016.3,7663139,16535.75,0.9585
Rice,2018,Kharif     ,Jammu and Kashmir,262012,615799,1016.3,42498346.4,91704.2,2.35
Sesamum,2018,Kharif     ,Jammu and Kashmir,4422,1808,1016.3,717248.4,1547.7,0.421666667
Small millets,2018,Kharif     ,Jammu and Kashmir,1474,680,1016.3,239082.8,515.9,0.455
Small millets,2018,Rabi       ,Jammu and Kashmir,30,22,1016.3,4866,10.5,0.75
Turmeric,2018,Kharif     ,Jammu and Kashmir,11,11,1016.3,1784.2,3.85,1.003333333
Urad,2018,Kharif     ,Jammu and Kashmir,10962,3704,1016.3,1778036.4,3836.7,0.368333333
Wheat,2018,Rabi       ,Jammu and Kashmir,288387,671799,1016.3,46776371.4,100935.45,1.687142857
other oilseeds,2018,Kharif     ,Jammu and Kashmir,1,1,1016.3,162.2,0.35,0.5
other oilseeds,2018,Rabi       ,Jammu and Kashmir,49,30,1016.3,7947.8,17.15,0.606666667
Bajra,2019,Kharif     ,Delhi,1475,4873,546.9,253346,545.75,3.3
Barley,2019,Kharif     ,Delhi,60,180,546.9,10305.6,22.2,3
Gram,2019,Rabi       ,Delhi,2,4,546.9,343.52,0.74,2
Jowar,2019,Kharif     ,Delhi,3150,3150,546.9,541044,1165.5,1
Maize,2019,Kharif     ,Delhi,20,102,546.9,3435.2,7.4,5.1
Rapeseed &Mustard,2019,Rabi       ,Delhi,3250,8125,546.9,558220,1202.5,2.5
Rice,2019,Kharif     ,Delhi,5848,17580,546.9,1004452.48,2163.76,3.01
Wheat,2019,Rabi       ,Delhi,19228,82905,546.9,3302601.28,7114.36,4.31
Bajra,2019,Kharif     ,Jammu and Kashmir,9656,5781,1324.1,1658514.56,3572.72,0.603333333
Bajra,2019,Rabi       ,Jammu and Kashmir,123,36,1324.1,21126.48,45.51,0.58
Barley,2019,Kharif     ,Jammu and Kashmir,933,330,1324.1,160252.08,345.21,0.35
Barley,2019,Rabi       ,Jammu and Kashmir,6495,4154,1324.1,1115581.2,2403.15,0.7075
Dry chillies,2019,Kharif     ,Jammu and Kashmir,678,548,1324.1,116453.28,250.86,0.862727273
Dry chillies,2019,Rabi       ,Jammu and Kashmir,12,9,1324.1,2061.12,4.44,0.74
Garlic,2019,Rabi       ,Jammu and Kashmir,662,535,1324.1,113705.12,244.94,0.805555556
Ginger,2019,Kharif     ,Jammu and Kashmir,19,37,1324.1,3263.44,7.03,1.925
Gram,2019,Kharif     ,Jammu and Kashmir,9,3,1324.1,1545.84,3.33,0.3
Horse-gram,2019,Kharif     ,Jammu and Kashmir,631,221,1324.1,108380.56,233.47,0.361666667
Horse-gram,2019,Rabi       ,Jammu and Kashmir,20,8,1324.1,3435.2,7.4,0.4
Linseed,2019,Rabi       ,Jammu and Kashmir,125,151,1324.1,21470,46.25,1.213333333
Maize,2019,Kharif     ,Jammu and Kashmir,268669,541451,1324.1,46146587.44,99407.53,1.8985
Masoor,2019,Kharif     ,Jammu and Kashmir,213,122,1324.1,36584.88,78.81,1.44
Masoor,2019,Rabi       ,Jammu and Kashmir,166,150,1324.1,28512.16,61.42,0.9
Moong(Green Gram),2019,Kharif     ,Jammu and Kashmir,308,133,1324.1,52902.08,113.96,0.485714286
Moth,2019,Kharif     ,Jammu and Kashmir,1169,856,1324.1,200787.44,432.53,0.691
Onion,2019,Kharif     ,Jammu and Kashmir,26,13,1324.1,4465.76,9.62,0.335
Onion,2019,Rabi       ,Jammu and Kashmir,561,1342,1324.1,96357.36,207.57,2.426666667
Other  Rabi pulses,2019,Rabi       ,Jammu and Kashmir,369,192,1324.1,63379.44,136.53,0.8625
Other Cereals,2019,Kharif     ,Jammu and Kashmir,126,319,1324.1,21641.76,46.62,4.394
Other Cereals,2019,Rabi       ,Jammu and Kashmir,5834,1093,1324.1,1002047.84,2158.58,0.22
Other Kharif pulses,2019,Kharif     ,Jammu and Kashmir,4237,3582,1324.1,727747.12,1567.69,1.08
Peas & beans (Pulses),2019,Kharif     ,Jammu and Kashmir,281,1383,1324.1,48264.56,103.97,4.504
Peas & beans (Pulses),2019,Rabi       ,Jammu and Kashmir,716,577,1324.1,122980.16,264.92,0.699
Potato,2019,Kharif     ,Jammu and Kashmir,1362,14417,1324.1,233937.12,503.94,11.211875
Potato,2019,Rabi       ,Jammu and Kashmir,1451,13726,1324.1,249223.76,536.87,8.391666667
Ragi,2019,Kharif     ,Jammu and Kashmir,205,107,1324.1,35210.8,75.85,0.55
Rapeseed &Mustard,2019,Kharif     ,Jammu and Kashmir,93,47,1324.1,15973.68,34.41,0.5
Rapeseed &Mustard,2019,Rabi       ,Jammu and Kashmir,45218,37098,1324.1,7766643.68,16730.66,0.880526316
Rice,2019,Kharif     ,Jammu and Kashmir,280513,587099,1324.1,48180912.88,103789.81,2.0755
Sesamum,2019,Kharif     ,Jammu and Kashmir,3825,1565,1324.1,656982,1415.25,0.405
Small millets,2019,Kharif     ,Jammu and Kashmir,1683,637,1324.1,289072.08,622.71,0.39125
Small millets,2019,Rabi       ,Jammu and Kashmir,7,5,1324.1,1202.32,2.59,0.7
Sugarcane,2019,Whole Year ,Jammu and Kashmir,37,83,1324.1,6355.12,13.69,1.915
Turmeric,2019,Kharif     ,Jammu and Kashmir,4,4,1324.1,687.04,1.48,1
Urad,2019,Kharif     ,Jammu and Kashmir,8315,2802,1324.1,1428184.4,3076.55,0.370909091
Urad,2019,Rabi       ,Jammu and Kashmir,6,3,1324.1,1030.56,2.22,0.48
Wheat,2019,Rabi       ,Jammu and Kashmir,243929,488297,1324.1,41897245.04,90253.73,1.6575
other oilseeds,2019,Kharif     ,Jammu and Kashmir,2,1,1324.1,343.52,0.74,0.5
Barley,2016,Rabi       ,Sikkim,453,481,2971.6,69422.25,158.55,1.01
Maize,2016,Kharif     ,Sikkim,38498,67992,2971.6,5899818.5,13474.3,1.73
Other Cereals,2016,Kharif     ,Sikkim,3566,3476,2971.6,546489.5,1248.1,0.97
Other Kharif pulses,2016,Kharif     ,Sikkim,2710,2653,2971.6,415307.5,948.5,0.965
Rapeseed &Mustard,2016,Rabi       ,Sikkim,3553,3111,2971.6,544497.25,1243.55,0.8475
Rice,2016,Kharif     ,Sikkim,10481,19453,2971.6,1606213.25,3668.35,1.8075
Small millets,2016,Kharif     ,Sikkim,2610,2692,2971.6,399982.5,913.5,1.03
Soyabean,2016,Kharif     ,Sikkim,3175,3094,2971.6,486568.75,1111.25,0.9525
Urad,2016,Kharif     ,Sikkim,2722,2526,2971.6,417146.5,952.7,0.94
Wheat,2016,Rabi       ,Sikkim,265,286,2971.6,40611.25,92.75,1.046666667
Barley,2017,Rabi       ,Sikkim,420,451,2873.6,66124.8,159.6,1.036666667
Maize,2017,Kharif     ,Sikkim,38458,67968,2873.6,6054827.52,14614.04,1.7325
Other Cereals,2017,Kharif     ,Sikkim,3435,3354,2873.6,540806.4,1305.3,0.97
Other Kharif pulses,2017,Kharif     ,Sikkim,2656,2605,2873.6,418160.64,1009.28,0.965
Rapeseed &Mustard,2017,Rabi       ,Sikkim,3211,2811,2873.6,505539.84,1220.18,0.845
Rice,2017,Kharif     ,Sikkim,9501,17636,2873.6,1495837.44,3610.38,1.815
Small millets,2017,Kharif     ,Sikkim,2469,2547,2873.6,388719.36,938.22,1.0325
Soyabean,2017,Kharif     ,Sikkim,3071,2996,2873.6,483498.24,1166.98,0.9525
Urad,2017,Kharif     ,Sikkim,2690,2497,2873.6,423513.6,1022.2,0.94
Wheat,2017,Rabi       ,Sikkim,172,185,2873.6,27079.68,65.36,1.03
Barley,2018,Rabi       ,Sikkim,786,844,3350.1,127489.2,275.1,1.113333333
Maize,2018,Kharif     ,Sikkim,37778,66789,3350.1,6127591.6,13222.3,1.7325
Other Cereals,2018,Kharif     ,Sikkim,2996,2944,3350.1,485951.2,1048.6,0.97
Other Kharif pulses,2018,Kharif     ,Sikkim,2283,2261,3350.1,370302.6,799.05,0.9625
Rapeseed &Mustard,2018,Rabi       ,Sikkim,3105,2719,3350.1,503631,1086.75,0.8475
Rice,2018,Kharif     ,Sikkim,9256,17182,3350.1,1501323.2,3239.6,1.82
Small millets,2018,Kharif     ,Sikkim,2114,2181,3350.1,342890.8,739.9,1.0375
Soyabean,2018,Kharif     ,Sikkim,2962,2890,3350.1,480436.4,1036.7,0.9525
Urad,2018,Kharif     ,Sikkim,2718,2545,3350.1,440859.6,951.3,0.94
Wheat,2018,Rabi       ,Sikkim,163,176,3350.1,26438.6,57.05,1.04
Barley,2019,Rabi       ,Sikkim,401,461,2740,68875.76,148.37,1.113333333
Maize,2019,Kharif     ,Sikkim,38387,67908,2740,6593351.12,14203.19,1.735
Other Cereals,2019,Kharif     ,Sikkim,3136,3088,2740,538639.36,1160.32,0.9725
Other Kharif pulses,2019,Kharif     ,Sikkim,2450,2427,2740,420812,906.5,0.9675
Rapeseed &Mustard,2019,Rabi       ,Sikkim,3133,2745,2740,538124.08,1159.21,0.85
Rice,2019,Kharif     ,Sikkim,8685,16137,2740,1491735.6,3213.45,1.8225
Small millets,2019,Kharif     ,Sikkim,2282,2367,2740,391956.32,844.34,1.0375
Soyabean,2019,Kharif     ,Sikkim,2929,2859,2740,503085.04,1083.73,0.955
Urad,2019,Kharif     ,Sikkim,2789,2612,2740,479038.64,1031.93,0.943333333
